Experiment id,Run id,Fitness,Civilians Evacuated,Civilians Killed,Civilians Trapped,Attackers Alive,Police Alive,Mean Time,Median Time,Mean Steps,Median Steps,Avg.Dist.Exit,Avg.Dist.Attaker,Avg.Dist.Police
1,13,2.1679439117077175,21,2,2,1,0,6.915750915750917,6.153846153846154,17.523809523809526,20.0,2.5,61.126588636379566,0.0
---------------------------------------------------------------------------
2,13,3.5990217034439147,16,3,6,1,0,16.634615384615387,13.384615384615385,54.0,43.5,13.013962727788202,24.900706637662935,0.0
---------------------------------------------------------------------------
3,13,2.2809939113537685,20,2,3,1,0,8.446153846153845,4.76923076923077,24.9,11.5,20.93817005939502,63.26511199157577,0.0
---------------------------------------------------------------------------
