Experiment id,Run id,Fitness,Civilians Evacuated,Civilians Killed,Civilians Trapped,Attackers Alive,Police Alive,Mean Time,Median Time,Mean Steps,Median Steps,Avg.Dist.Exit,Avg.Dist.Attaker,Avg.Dist.Police
1,17,17.97536278601175,57,18,0,4,0,11.708502024291498,11.076923076923077,36.26315789473684,34.0,0.0,0.0,0.0
---------------------------------------------------------------------------
2,17,41.05842467545892,15,39,21,4,0,30.030769230769238,9.538461538461538,92.46666666666667,27.0,43.569239379123665,48.19283554794103,0.0
---------------------------------------------------------------------------
3,17,16.071059462780646,58,16,1,4,0,11.156498673740055,10.923076923076923,32.91379310344828,35.0,8.0,19.79898987322333,0.0
---------------------------------------------------------------------------
