Experiment id,Run id,Fitness,Civilians Evacuated,Civilians Killed,Civilians Trapped,Attackers Alive,Police Alive,Mean Time,Median Time,Mean Steps,Median Steps,Avg.Dist.Exit,Avg.Dist.Attaker,Avg.Dist.Police
1,9,1.8092412992954825,23,2,0,1,1,5.150501672240803,4.307692307692308,15.130434782608695,14.0,0.0,0.0,0.0
---------------------------------------------------------------------------
2,9,4.417137852155724,17,4,4,1,0,21.68325791855204,5.230769230769231,68.88235294117646,16.0,28.643232716330978,28.618213693080435,0.0
---------------------------------------------------------------------------
3,9,2.2969864576013754,20,2,3,1,1,14.707692307692309,10.153846153846153,41.2,29.0,18.213016362121376,27.9747152334985,34.226111309262656
---------------------------------------------------------------------------
