Experiment id,Run id,Fitness,Civilians Evacuated,Civilians Killed,Civilians Trapped,Attackers Alive,Police Alive,Mean Time,Median Time,Mean Steps,Median Steps,Avg.Dist.Exit,Avg.Dist.Attaker,Avg.Dist.Police
1,15,0.0157234412276222,75,0,0,0,0,16.82871794871795,14.76923076923077,46.12,47.0,0.0,0.0,0.0
---------------------------------------------------------------------------
2,15,5.313894211169584,22,0,53,0,0,20.727272727272727,6.615384615384616,61.72727272727273,21.0,55.3964320681282,0.0,0.0
---------------------------------------------------------------------------
3,15,0.03633425423176388,75,0,0,0,0,19.454358974358975,16.0,53.28,47.0,0.0,0.0,0.0
---------------------------------------------------------------------------
