Experiment id,Run id,Fitness,Civilians Evacuated,Civilians Killed,Civilians Trapped,Attackers Alive,Police Alive,Mean Time,Median Time,Mean Steps,Median Steps,Avg.Dist.Exit,Avg.Dist.Attaker,Avg.Dist.Police
1,28,17.027419967980162,58,17,0,4,1,18.07957559681697,16.615384615384617,49.53448275862069,51.0,0.0,0.0,0.0
---------------------------------------------------------------------------
2,28,36.84716518699,22,35,18,4,2,24.167832167832163,10.307692307692308,77.45454545454545,33.5,62.42570272163638,35.89928561551532,66.17478199384325
---------------------------------------------------------------------------
3,28,16.423374043598063,57,16,2,3,2,16.259109311740893,13.53846153846154,47.35087719298246,41.0,29.787025831178575,23.158988901172165,63.119783763247895
---------------------------------------------------------------------------
