Experiment id,Run id,Fitness,Civilians Evacuated,Civilians Killed,Civilians Trapped,Attackers Alive,Police Alive,Mean Time,Median Time,Mean Steps,Median Steps,Avg.Dist.Exit,Avg.Dist.Attaker,Avg.Dist.Police
1,4,2.1189239645295,22,2,1,1,0,7.72027972027972,6.76923076923077,22.181818181818183,21.5,32.2490309931942,52.20153254455275,0.0
---------------------------------------------------------------------------
2,4,3.5918261091148262,16,3,6,1,0,21.192307692307693,5.846153846153847,68.3125,19.0,15.820242257133602,30.013344425282273,0.0
---------------------------------------------------------------------------
3,4,2.150221464347431,22,2,1,1,0,10.307692307692308,9.692307692307693,31.59090909090909,31.5,38.07886552931954,22.090722034374522,0.0
---------------------------------------------------------------------------
