Experiment id,Run id,Fitness,Civilians Evacuated,Civilians Killed,Civilians Trapped,Attackers Alive,Police Alive,Mean Time,Median Time,Mean Steps,Median Steps,Avg.Dist.Exit,Avg.Dist.Attaker,Avg.Dist.Police
1,19,0.008516378726177512,25,0,0,0,0,9.403076923076922,8.0,24.32,25.0,0.0,0.0,0.0
---------------------------------------------------------------------------
2,19,0.5607731652297808,19,0,6,0,0,21.65182186234818,5.230769230769231,67.84210526315789,16.0,13.312037747638731,0.0,0.0
---------------------------------------------------------------------------
3,19,0.07480614011393075,24,0,1,0,0,7.641025641025641,7.384615384615385,21.833333333333332,24.0,2.0,0.0,0.0
---------------------------------------------------------------------------
